participation_channel,city_id,survey_id,agent_id,twitter_profile,gender,birth_date,arrival_date,district_id,engagement_feeling,source_social_medias,source_messaging_app,source_word_mouth,source_internet,source_email,source_print_medias,source_newspapers,source_radio,source_tv,source_city_council,source_other,total_sources,facebook,twitter,youtube,medium,linkedin,instagram,Pinterest,Snapchat,other_social_media,total_social_medias,line,whatsapp,wechat,slack,telegram,messenger,other_messaging_app,total_messaging_app,agent_category,agent_type,influencer_national_gov,influencer_local_gov,influencer_public_services,influencer_investor,influencer_academic,influencer_private_research,influencer_corporate,influencer_startup,influencer_freelance,influencer_local_nonprofit,influencer_international_nonprofit,influencer_individual,total_influencers,relationship_public,relationship_academic,relationship_private,relationship_civil,neighborhood,global_events,startup_structure,business_clusters,public_infrastructure,governmental_meeting,online,other_meeting_place,total_meeting_places,opinion_share,opinion_change,engagement_wish,online_survey,workshop,interview,voting_app,project,total_engagement,engagement_freq,survey_date
Survey,Tallinn,317,317,,Woman,1994-05-08,2016-08-20,Põhja-Tallinn,1,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,3,0,1,0,1,1,0,0,3,Private Sector,Startup & SMEs,0,0,0,0,1,0,0,1,0,0,0,1,3,Negative,Positive,Positive,Neutral,0,1,1,1,0,0,1,0,4,1,3,Yes,1,0,1,1,1,4,One hour a week,2020/06/16 1:31:12 PM UTC+3
Survey,Tallinn,267,267,,Man,2020-09-26,2019-05-20,Põhja-Tallinn,2,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,2,Private Sector,Startup & SMEs,1,0,1,0,0,0,0,0,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,1,1,1,0,0,1,0,4,3,3,Yes,1,0,1,1,1,4,One hour a week,2020/06/04 11:23:36 AM UTC+3
Survey,Tallinn,278,278,,Man,1994-02-22,2019-01-10,Kesklinn,7,1,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,1,1,0,0,0,3,0,1,0,1,0,0,0,2,Private Sector,Startup & SMEs,1,0,0,0,0,1,0,0,0,0,1,0,3,Positive,Positive,Positive,Positive,0,0,0,1,0,0,0,0,1,3,3,Yes,1,0,1,1,1,4,One hour a year,2020/06/05 4:31:53 PM UTC+3
Survey,Tallinn,261,261,,Woman,1981-08-08,2020-01-01,Põhja-Tallinn,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,1,0,1,1,0,0,3,Private Sector,Startup & SMEs,1,1,1,0,0,0,1,1,1,0,0,1,7,Neutral,Neutral,Neutral,Neutral,0,0,1,0,0,0,0,0,1,1,3,Yes,1,0,1,1,1,4,One hour a month,2020/06/03 11:16:49 AM UTC+3
Survey,Tallinn,302,302,,Woman,1978-08-24,2018-04-30,Kesklinn,2,1,0,1,1,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,1,1,1,1,0,0,0,0,0,0,0,0,4,Negative,Neutral,Neutral,Neutral,0,0,1,1,0,0,1,0,3,2,3,Yes,1,1,0,1,1,4,One hour a day,2020/06/11 8:02:12 PM UTC+3
Survey,Tallinn,314,314,,Man,1992-08-18,1992-08-18,Mustamäe,3,1,0,1,1,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,Private Sector,Startup & SMEs,0,0,1,1,0,1,1,1,0,1,0,0,6,Neutral,Positive,Positive,Positive,1,0,1,1,0,0,0,0,3,3,4,Yes,1,0,1,0,1,3,One hour a week,2020/06/15 2:49:35 PM UTC+3
Survey,Tel Aviv,126,126,,Man,1983-03-11,2017-12-30,Kiryat Shalom,7,1,1,1,1,0,0,0,0,0,1,0,5,1,0,1,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,1,0,0,0,0,1,Positive,Positive,Positive,Positive,1,0,0,1,0,0,0,0,2,5,3,Yes,1,1,0,0,1,3,One hour a month,2020/02/16 6:05:02 PM UTC+3
Survey,Tallinn,298,298,,Woman,1992-03-16,1992-03-16,Kesklinn,3,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,3,0,1,0,0,1,0,0,2,Private Sector,Startup & SMEs,1,0,0,1,0,1,1,1,0,1,1,1,8,Negative,Neutral,Neutral,Positive,1,0,1,1,0,0,1,0,4,4,3,Yes,1,1,0,0,1,3,One hour a day,2020/06/11 12:21:16 PM UTC+3
Survey,Tallinn,341,341,,Man,1985-01-11,2017-09-01,Kesklinn,3,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,3,0,1,0,1,1,0,0,3,Private Sector,Startup & SMEs,0,0,0,1,0,1,0,1,0,0,0,0,3,Neutral,Neutral,Neutral,Neutral,0,0,1,1,0,0,0,0,2,2,2,Yes,0,0,0,1,1,2,One hour a week,2020/06/27 1:05:46 PM UTC+3
Survey,Tel Aviv,227,227,,Man,1987-06-04,2017-06-01,Sharona,1,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,Private Sector,Startup & SMEs,0,0,0,0,0,1,0,1,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,0,1,0,0,0,0,0,1,3,3,No,1,0,0,0,1,2,One hour a month,2020/03/30 9:19:45 PM UTC+3
Survey,Tel Aviv,228,228,,Man,1987-06-04,2017-06-01,Sharona,1,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,Private Sector,Startup & SMEs,0,0,0,0,0,1,0,1,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,0,1,0,0,0,0,0,1,3,3,No,1,0,0,0,1,2,One hour a month,2020/03/31 11:40:57 AM UTC+3
Survey,Tallinn,332,332,,Woman,1980-10-03,1980-10-03,Pirita,5,1,0,0,1,0,0,0,1,0,0,0,3,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,1,1,0,0,0,0,0,0,0,0,0,0,2,Negative,Neutral,Positive,Positive,1,0,0,0,0,0,1,0,2,2,3,Yes,0,0,0,0,1,1,One hour a week,2020/06/25 7:43:11 PM UTC+3
Survey,Tel Aviv,175,175,,Man,1976-03-09,2011-03-09,יד אליהו Yad Eliyahu,3,1,0,1,1,1,1,1,0,0,1,0,7,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,1,1,1,0,0,1,1,5,Neutral,Positive,Positive,Neutral,1,1,0,0,0,0,1,0,3,3,2,Yes,0,0,0,0,1,1,One hour a week,2020/03/09 5:40:06 PM UTC+3
Survey,Tallinn,247,247,,Man,1971-12-04,1971-12-04,Kesklinn,1,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,2,Private Sector,Startup & SMEs,1,1,1,0,0,1,1,0,0,0,0,0,5,Neutral,Neutral,Neutral,Neutral,0,0,0,1,0,0,1,0,2,3,3,No,1,0,0,1,0,2,Less than one hour a year,2020/06/01 2:47:29 PM UTC+3
Survey,Tel Aviv,210,210,,Man,1982-08-08,2015-01-01,Babylonian,4,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,1,0,0,0,0,0,1,Neutral,Positive,Positive,Neutral,1,0,1,0,0,0,0,0,2,3,3,Yes,1,0,0,1,0,2,One hour a month,2020/03/24 5:52:26 PM UTC+3
Survey,Taipei,33,33,,Woman,1981-06-23,1999-09-20,Zhōngshān/中山,3,1,1,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,2,Private Sector,Startup & SMEs,1,0,0,1,0,0,0,0,0,0,0,1,3,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,1,3,No,1,0,0,1,0,2,One hour a week,2019/11/13 10:04:45 AM UTC+8
Survey,Tel Aviv,231,231,,Man,1989-11-01,2019-04-01,לב העיר Lev HaIr,3,1,0,1,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,0,0,0,0,1,1,Negative,Neutral,Positive,Positive,0,0,0,0,0,0,1,0,1,2,2,Yes,1,0,0,1,0,2,One hour a week,2020/04/02 12:44:27 PM UTC+3
Survey,Tel Aviv,176,176,,Woman,1961-09-17,1961-09-17,נאות אפקה Ne'ot Afeka,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,1,0,0,0,0,1,Neutral,Neutral,Positive,Positive,0,0,0,0,0,0,1,0,1,5,1,Yes,1,0,0,1,0,2,One hour a week,2020/03/09 7:12:20 PM UTC+3
Survey,Tel Aviv,163,163,,Woman,1991-08-15,2013-01-01,רמת החייל Ramat HaHayal,1,1,1,1,0,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,1,0,1,0,0,0,0,0,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,1,0,0,0,0,0,0,0,1,1,3,Yes,1,0,0,1,0,2,One hour a week,2020/03/02 9:10:54 AM UTC+3
Survey,Tel Aviv,141,141,,Man,1976-05-03,2014-06-01,Babylonian Bavli,2,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,1,1,0,0,0,0,0,0,0,0,0,0,2,Neutral,Neutral,Neutral,Positive,1,1,1,0,0,0,0,0,3,3,2,Yes,0,1,1,0,0,2,One hour a month,2020/02/24 6:02:57 PM UTC+3
Survey,Tallinn,276,276,,Man,1994-05-17,2018-07-17,Kesklinn,7,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,2,Private Sector,Startup & SMEs,0,0,0,0,0,0,1,1,0,0,0,0,2,Neutral,Positive,Positive,Neutral,0,1,1,1,0,0,0,0,3,5,5,Yes,0,1,1,0,0,2,One hour a day,2020/06/05 2:11:46 PM UTC+3
Survey,Tel Aviv,128,128,,Woman,1989-01-01,2012-01-01,לב העיר Lev HaIr,4,1,0,1,1,0,1,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,3,0,1,0,1,0,0,0,2,Private Sector,Startup & SMEs,0,0,0,0,0,0,1,1,0,1,0,0,3,Positive,Neutral,Positive,Neutral,1,1,1,0,0,0,1,0,4,3,3,Yes,1,0,1,0,0,2,One hour a week,2020/02/17 1:44:32 PM UTC+3
Survey,Tel Aviv,166,166,,Man,1983-10-26,2011-10-01,לב העיר Lev HaIr,2,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,1,0,0,0,0,0,0,0,0,0,0,1,Neutral,Neutral,Neutral,Neutral,1,1,1,1,0,0,1,0,5,4,5,Yes,1,0,1,0,0,2,One hour a month,2020/03/04 1:02:09 PM UTC+3
Survey,Taipei,77,77,,Man,1992-08-03,1992-08-03,New Taipei City,4,1,0,0,1,0,0,1,0,1,0,0,4,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,2,Private Sector,Startup & SMEs,1,1,0,1,0,1,1,1,0,0,0,0,6,Negative,Neutral,Neutral,Negative,0,1,0,1,0,0,1,0,3,3,3,Yes,1,0,1,0,0,2,One hour a day,2019/11/17 8:27:06 PM UTC+8
Survey,Taipei,79,79,,Woman,1993-08-18,2011-06-25,New Taipei City,3,1,0,0,1,0,1,0,0,0,0,0,3,1,1,1,1,0,1,0,0,1,6,1,1,0,1,0,0,0,3,Private Sector,Startup & SMEs,1,0,0,0,0,0,0,1,1,1,0,1,5,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,2,4,Yes,1,0,1,0,0,2,One hour a week,2019/11/18 1:34:20 PM UTC+8
Survey,Tallinn,275,275,,Man,1972-12-07,1996-06-01,Viimsi,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,1,1,0,0,0,0,2,Positive,Neutral,Positive,Neutral,0,0,0,1,0,0,0,0,1,5,3,Yes,1,0,1,0,0,2,One hour a month,2020/06/05 12:18:53 AM UTC+3
Survey,Tallinn,303,303,,Woman,1978-07-05,2011-06-02,Kristiine,1,1,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,1,1,0,0,0,4,0,1,0,1,0,0,0,2,Private Sector,Startup & SMEs,0,0,0,0,1,1,0,0,1,1,0,0,4,Neutral,Neutral,Neutral,Neutral,0,0,0,1,0,0,1,0,2,3,3,Yes,1,0,1,1,0,3,One hour a month,2020/06/12 2:09:14 PM UTC+3
Survey,Tel Aviv,202,202,,Man,1968-06-09,2000-01-02,,1,1,0,1,1,0,1,0,0,0,0,0,4,0,0,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,1,1,1,1,0,1,0,0,5,Negative,Positive,Positive,Neutral,0,0,0,0,0,0,1,0,1,4,3,Yes,1,0,1,1,0,3,One hour a month,2020/03/23 2:42:23 PM UTC+3
Survey,Taipei,91,91,,Man,1993-10-15,2012-07-01,Zhōngshān/中山,6,1,0,0,1,0,0,1,0,1,0,0,4,1,1,1,0,0,1,0,0,0,4,1,0,0,1,1,1,0,4,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,1,1,1,1,1,5,Neutral,Neutral,Positive,Positive,0,1,1,0,0,0,1,0,3,5,4,Yes,1,1,0,1,0,3,One hour a week,2019/11/19 2:30:00 PM UTC+8
Survey,Taipei,115,115,,Man,1982-01-01,1990-01-01,Xìnyì/信義,7,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,Private Sector,Startup & SMEs,1,0,1,0,0,1,0,0,0,0,1,0,4,Neutral,Neutral,Positive,Neutral,0,0,1,1,1,0,1,0,4,4,3,Yes,1,1,0,1,0,3,One hour a week,2019/12/05 11:03:17 PM UTC+8
Survey,Taipei,15,15,,Man,1988-11-24,1988-11-24,Dàtóng/大同,6,1,1,0,1,0,0,0,0,0,0,0,3,1,0,1,1,1,1,0,0,0,5,1,0,0,1,0,1,0,3,Private Sector,Startup & SMEs,1,1,0,0,0,0,1,0,0,0,1,0,4,Positive,Negative,Positive,Neutral,1,1,1,0,0,1,1,0,5,4,3,Yes,1,1,0,1,0,3,One hour a week,2019/11/09 11:27:20 PM UTC+8
Survey,Taipei,4,4,,Woman,1991-11-12,2017-07-01,Dà'ān/大安,1,1,0,1,1,1,0,0,0,1,0,0,5,1,1,1,1,1,1,0,0,0,6,1,0,0,1,0,0,0,2,Private Sector,Startup & SMEs,1,1,1,1,0,1,1,0,0,0,1,0,7,Neutral,Neutral,Positive,Positive,1,1,1,1,1,0,0,0,5,3,3,Yes,1,1,0,1,0,3,One hour a week,2019/11/08 2:03:22 PM UTC+8
Survey,Tel Aviv,192,192,,Man,1980-01-01,2004-01-01,הצפון הישן HaTzafon HaYashan,3,1,0,1,1,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,0,0,0,3,3,No,0,0,0,1,0,1,One hour a month,2020/03/19 3:24:53 PM UTC+3
Survey,Tallinn,307,307,,Woman,1993-05-18,2009-06-14,Kristiine,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Positive ; Negative,Neutral,0,0,0,1,0,0,0,0,1,2,3,Yes,0,0,0,1,0,1,One hour a month,2020/06/14 10:06:04 PM UTC+3
Survey,Tallinn,270,270,,Man,1981-03-13,1981-03-11,Haabersti,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,1,0,0,0,0,1,Neutral,Positive,Positive,Neutral,0,0,0,1,0,0,0,0,1,5,4,No,0,0,0,1,0,1,One hour a month,2020/06/04 5:42:59 PM UTC+3
Survey,Tallinn,344,344,,Man,1964-06-27,2004-06-27,Põhja-Tallinn,2,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,5,2,Yes,0,0,1,0,0,1,One hour a month,2020/06/27 11:45:56 PM UTC+3
Survey,Taipei,12,12,,Woman,1987-06-06,1987-06-06,New Taipei City,4,1,0,1,1,1,1,1,0,1,0,0,7,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,1,4,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,1,0,0,0,1,2,Neutral,Neutral,Neutral,Neutral,1,0,0,0,0,0,1,0,2,4,2,Yes,0,1,0,0,0,1,One hour a month,2019/11/09 1:22:53 PM UTC+8
Survey,Tallinn,262,262,,Man,1989-05-12,2008-09-01,Kesklinn,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,5,0,0,0,0,1,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Positive,Positive,1,0,1,0,1,0,0,0,3,3,3,Yes,0,1,0,0,0,1,Less than one hour a year,2020/06/03 11:25:15 AM UTC+3
Survey,Tel Aviv,154,154,,Man,1991-10-12,2018-01-01,Rothschild Boulevard,6,1,0,1,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,1,0,1,0,0,0,0,1,0,0,0,0,3,Neutral,Positive,Neutral,Positive,0,1,0,1,0,0,0,0,2,5,3,Yes,0,1,0,0,0,1,One hour a day,2020/03/01 9:32:21 PM UTC+3
Survey,Tallinn,279,279,,Man,1961-02-25,1961-01-01,Kesklinn,4,1,0,1,1,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,2,Private Sector,Startup & SMEs,1,0,0,0,0,0,1,0,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,1,1,1,0,0,0,0,3,2,3,Yes,0,1,0,0,0,1,One hour a week,2020/06/05 6:49:33 PM UTC+3
Survey,Tallinn,315,315,,Woman,1991-10-09,2018-09-15,Lasnamäe,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,2,Private Sector,Startup & SMEs,0,0,1,1,0,1,0,1,0,1,0,0,5,Neutral,Neutral,Neutral,Neutral,1,1,0,0,0,0,1,0,3,4,3,No,1,0,0,0,0,1,Less than one hour a year,2020/06/15 6:03:58 PM UTC+3
Survey,Taipei,64,64,,Man,1952-02-28,1999-10-15,Xìnyì/信義,1,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,3,Private Sector,Startup & SMEs,0,0,1,0,0,0,0,1,0,0,0,1,3,Neutral,Neutral,Positive,Neutral,0,0,0,1,0,0,0,0,1,3,4,No,1,0,0,0,0,1,One hour a month,2019/11/15 10:00:38 AM UTC+8
Survey,Tel Aviv,179,179,,Woman,1974-03-13,1996-03-13,Babylonian Bavli,5,1,1,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,1,0,0,0,0,1,Negative,Neutral,Positive,Positive,1,1,1,0,0,0,0,0,3,3,3,No,0,0,0,0,0,0,One hour a year,2020/03/13 11:21:55 PM UTC+3
Survey,Tallinn,265,265,,Man,1967-07-17,2015-08-01,Kesklinn,2,1,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,1,1,0,0,0,6,0,1,0,0,0,1,1,3,Private Sector,Startup & SMEs,1,0,0,0,0,0,0,1,0,0,0,0,2,Neutral,Neutral,Positive,Neutral,0,0,0,1,0,0,0,0,1,4,3,No,0,0,0,0,0,0,One hour a year,2020/06/04 10:06:33 PM UTC+3
Survey,Tallinn,350,350,,Man,1989-08-09,2008-10-01,Haabersti,4,1,0,1,1,1,0,0,0,0,0,0,4,1,0,1,1,1,1,1,0,0,6,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,1,1,1,1,0,0,1,1,0,0,0,0,6,Neutral,Neutral,Neutral,Neutral,1,1,1,1,0,0,0,0,4,3,3,No,1,1,1,1,1,5,One hour a month,2020/06/30 2:15:30 PM UTC+3
Survey,Tel Aviv,146,146,,Man,1986-09-26,2012-08-12,לב העיר Lev HaIr,3,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,1,0,0,0,0,0,0,0,1,Negative,Neutral,Neutral,Neutral,1,0,0,0,0,0,1,0,2,3,2,Yes,1,0,0,1,0,2,One hour a day,2020/03/01 10:34:27 PM UTC+3
Survey,Tallinn,263,263,,Woman,1991-02-27,2004-01-01,Mustamäe,5,1,0,1,1,0,0,0,1,1,0,0,5,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,1,2,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,1,1,1,0,1,4,Neutral,Positive,Neutral,Positive,0,1,1,0,0,0,1,0,3,4,2,No,1,1,0,1,0,3,One hour a week,2020/06/03 12:00:20 PM UTC+3
Survey,Tel Aviv,139,139,,Man,1988-02-09,2000-07-19,רמת אביב ג' Ramat Aviv Gimmel,5,1,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,1,0,4,0,1,0,0,1,0,0,2,Private Sector,Startup & SMEs,1,1,0,0,0,0,1,1,0,0,0,0,4,Neutral,Positive,Neutral,Neutral,1,0,1,1,0,0,0,0,3,1,3,Yes,1,0,0,0,0,1,One hour a month,2020/02/23 2:23:57 PM UTC+3
Survey,Tel Aviv,236,236,,Woman,1993-07-13,2019-09-01,הצפון הישן HaTzafon HaYashan,1,1,0,1,0,0,0,0,0,1,0,0,3,1,0,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0,1,Public Sector,Government (Local),1,1,0,1,0,0,0,0,0,0,0,0,3,Positive ; Negative,Positive,Neutral,Positive,0,1,0,0,0,1,0,0,2,3,4,Yes,1,1,0,1,1,4,One hour a week,2020/04/04 12:23:05 PM UTC+3
Survey,Tel Aviv,174,174,,Man,1983-08-26,2010-02-01,מונטיפיורי Montefiore,6,1,0,1,0,1,1,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,3,0,1,0,1,1,0,0,3,Public Sector,Government (Local),1,1,0,0,0,0,0,0,0,0,0,0,2,Negative,Positive,Neutral,Positive,0,0,0,0,1,0,1,0,2,4,3,Yes,1,0,0,1,1,3,One hour a week,2020/03/09 3:24:11 PM UTC+3
Survey,Tel Aviv,184,184,,Man,1950-06-10,2015-01-01,רמת אביב א' Ramat Aviv Aleph,7,1,0,0,0,1,0,1,1,1,0,0,5,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Public Sector,Government (Local),0,1,0,0,0,0,0,1,0,0,1,0,3,Neutral,Positive,Neutral,Positive,0,1,1,0,1,0,0,0,3,3,3,Yes,1,0,1,0,1,3,One hour a week,2020/03/16 4:53:03 PM UTC+3
Survey,Tel Aviv,182,182,,Woman,1979-04-03,2005-03-03,הצפון הישן HaTzafon HaYashan,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,Public Sector,Government (Local),1,0,0,0,0,0,0,0,0,0,0,0,1,Neutral,Neutral,Positive,Neutral,0,0,1,0,0,0,0,0,1,3,4,Yes,1,0,0,1,0,2,One hour a year,2020/03/15 6:39:10 PM UTC+3
Survey,Tel Aviv,185,185,,Woman,1993-02-17,1994-02-17,רמת אביב ג' Ramat Aviv Gimmel,1,1,1,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Public Sector,Government (Local),0,0,0,0,0,0,0,0,0,0,0,1,1,Negative,Positive,Neutral,Neutral,0,0,1,0,0,0,0,0,1,1,3,Yes,1,0,1,1,0,3,One hour a month,2020/03/17 10:11:47 PM UTC+3
Survey,Taipei,118,118,,Man,1990-02-01,2015-06-15,Dà'ān/大安,8,1,0,1,1,1,1,1,0,0,1,0,7,1,1,1,1,1,1,0,0,0,6,1,0,0,0,0,1,0,2,Public Sector,Government (Local),0,1,0,0,0,0,0,1,0,1,1,0,4,Positive,Neutral,Neutral,Positive,0,0,1,0,0,1,1,0,3,5,3,Yes,1,1,1,1,1,5,One hour a day,2019/12/09 6:13:05 PM UTC+8
Survey,Tel Aviv,234,234,,Woman,1988-12-07,2015-01-01,לב העיר Lev HaIr,6,1,0,1,1,1,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,Public Sector,Government (Local),0,0,0,0,0,1,0,0,0,0,0,0,1,Positive,Positive,Positive,Neutral,0,0,1,0,0,0,1,0,2,4,2,No,1,0,0,1,1,3,One hour a week,2020/04/03 2:35:57 PM UTC+3
Survey,Tel Aviv,197,197,,Woman,1960-05-04,1998-01-01,לב העיר Lev HaIr,8,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Public Sector,Government (Local),1,1,0,0,0,0,0,0,0,0,0,0,2,Positive,Positive,Positive,Positive,0,1,0,0,0,1,0,0,2,4,3,Yes,0,1,0,0,1,2,More than one hour a day,2020/03/21 11:09:46 PM UTC+3
Survey,Tallinn,260,260,,Man,1982-01-08,2005-05-03,Haabersti,9,1,0,1,1,0,0,1,0,1,1,0,6,1,0,1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,2,Public Sector,Government (Local),0,1,1,0,0,0,0,0,0,0,0,0,2,Positive,Positive,Neutral,Neutral,0,0,0,0,1,0,1,0,2,5,3,Yes,1,0,0,1,0,2,One hour a month,2020/06/02 7:26:47 PM UTC+3
Survey,Tel Aviv,201,201,,Man,1984-11-07,2018-07-03,,7,1,0,0,1,1,0,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,Public Sector,Government (Local),0,1,1,0,0,0,0,0,0,0,0,0,2,Negative,Positive,Positive,Positive,0,0,1,0,0,1,1,0,3,4,3,Yes,1,1,1,0,0,3,One hour a week,2020/03/23 2:02:44 PM UTC+3
Survey,Tel Aviv,235,235,,Woman,1976-04-03,2000-04-03,רמת אביב א' Ramat Aviv Aleph,8,1,1,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Public Sector,Government (Local),0,1,0,0,0,0,0,0,0,0,0,0,1,Positive,Neutral,Neutral,Positive,0,1,0,0,1,0,1,0,3,4,3,Yes,0,0,0,0,0,0,More than one hour a day,2020/04/03 8:56:59 PM UTC+3
